away_team,proper_date,home_team,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct,outcome,ml_prediction,actual_outcome,ml_accuracy,home_moneyline,away_moneyline,ml_money_col,home_implied_probability,away_implied_probability
Philadelphia 76ers,2022-12-02,Memphis Grizzlies,8,1,115.0,114.0,0.571,0.5,2,11,1,108.3,106.1,0.545,0.7,1,0.66,0.34,W,Home Win,Home Win,1,-230.0,195.0,4.35,0.697,0.339
Houston Rockets,2022-12-02,Phoenix Suns,3,1,115.8,108.4,0.714,0.7,1,29,1,109.8,116.6,0.238,0.3,2,0.844,0.156,L,Home Win,Road Win,0,-700.0,510.0,-10.0,0.875,0.164
Los Angeles Lakers,2022-12-02,Milwaukee Bucks,2,1,112.3,107.4,0.75,0.6,1,25,1,113.1,114.3,0.4,0.6,2,0.801,0.199,L,Home Win,Road Win,0,-325.0,270.0,-10.0,0.765,0.27
New Orleans Pelicans,2022-12-02,San Antonio Spurs,27,1,110.6,121.0,0.273,0.1,1,6,1,117.1,111.0,0.619,0.7,1,0.201,0.799,L,Road Win,Road Win,1,245.0,-295.0,3.39,0.29,0.747
Orlando Magic,2022-12-02,Cleveland Cavaliers,5,1,112.9,106.0,0.636,0.6,2,30,1,108.3,114.4,0.227,0.2,2,0.875,0.125,W,Home Win,Home Win,1,-490.0,390.0,2.04,0.831,0.204
Washington Wizards,2022-12-02,Charlotte Hornets,26,3,109.2,115.4,0.286,0.3,0,19,1,110.4,111.5,0.5,0.5,2,0.338,0.662,W,Road Win,Home Win,0,140.0,-165.0,-10.0,0.417,0.623
Toronto Raptors,2022-12-02,Brooklyn Nets,15,1,111.6,110.6,0.522,0.6,2,14,1,110.7,109.3,0.524,0.5,2,0.526,0.474,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Indiana Pacers,2022-12-02,Utah Jazz,13,1,117.0,115.4,0.542,0.3,1,7,1,115.6,115.4,0.571,0.7,2,0.357,0.643,W,Road Win,Home Win,0,-210.0,180.0,-10.0,0.677,0.357
Denver Nuggets,2022-12-02,Atlanta Hawks,12,1,113.9,113.5,0.545,0.4,2,4,1,115.4,113.1,0.667,0.6,2,0.377,0.623,W,Road Win,Home Win,0,110.0,-130.0,-10.0,0.476,0.565
Dallas Mavericks,2022-12-01,Detroit Pistons,30,1,109.1,117.7,0.217,0.2,1,19,1,109.4,107.6,0.5,0.4,2,0.276,0.724,W,Road Win,Home Win,0,235.0,-280.0,-10.0,0.299,0.737
Philadelphia 76ers,2022-11-30,Cleveland Cavaliers,5,1,112.9,107.0,0.619,0.5,2,10,1,109.4,105.8,0.571,0.7,1,0.723,0.277,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Los Angeles Clippers,2022-11-30,Utah Jazz,16,1,116.7,115.5,0.522,0.2,1,9,0,107.0,107.0,0.591,0.6,0,0.599,0.401,W,Home Win,Home Win,1,-260.0,220.0,3.85,0.722,0.313
San Antonio Spurs,2022-11-30,Oklahoma City Thunder,24,1,115.9,117.7,0.381,0.4,2,26,3,110.6,121.0,0.286,0.1,1,0.602,0.398,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Miami Heat,2022-11-30,Boston Celtics,1,1,121.3,112.9,0.81,0.9,2,21,2,108.4,108.9,0.476,0.6,1,0.868,0.132,W,Home Win,Home Win,1,-390.0,320.0,2.56,0.796,0.238
Indiana Pacers,2022-11-30,Sacramento Kings,12,1,119.0,117.4,0.526,0.7,2,6,1,115.7,114.3,0.6,0.7,2,0.423,0.577,W,Road Win,Home Win,0,-190.0,160.0,-10.0,0.655,0.385
Memphis Grizzlies,2022-11-30,Minnesota Timberwolves,22,1,114.6,116.0,0.476,0.5,1,7,2,115.7,114.3,0.6,0.5,2,0.214,0.786,W,Road Win,Home Win,0,140.0,-165.0,-10.0,0.417,0.623
Chicago Bulls,2022-11-30,Phoenix Suns,3,1,115.0,108.2,0.7,0.7,1,23,1,112.0,111.8,0.45,0.4,2,0.786,0.214,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Atlanta Hawks,2022-11-30,Orlando Magic,29,1,108.3,113.9,0.238,0.3,2,15,1,113.4,113.8,0.524,0.4,2,0.306,0.694,L,Road Win,Road Win,1,195.0,-230.0,4.35,0.339,0.697
Houston Rockets,2022-11-30,Denver Nuggets,4,1,115.2,113.8,0.65,0.6,2,28,1,110.3,116.4,0.25,0.4,2,0.833,0.167,W,Home Win,Home Win,1,-730.0,530.0,1.37,0.88,0.159
Portland Trail Blazers,2022-11-30,Los Angeles Lakers,25,1,112.3,114.5,0.368,0.5,2,13,0,109.8,110.7,0.524,0.3,1,0.488,0.512,W,Road Win,Home Win,0,-240.0,200.0,-10.0,0.706,0.333
Toronto Raptors,2022-11-30,New Orleans Pelicans,8,1,116.7,111.2,0.6,0.7,1,11,1,110.8,108.5,0.55,0.5,2,0.536,0.464,W,Home Win,Home Win,1,-120.0,100.0,8.33,0.545,0.5
Washington Wizards,2022-11-30,Brooklyn Nets,19,1,111.5,110.8,0.5,0.6,2,14,1,110.5,111.4,0.524,0.6,2,0.467,0.533,W,Road Win,Home Win,0,-240.0,200.0,-10.0,0.706,0.333
Milwaukee Bucks,2022-11-30,New York Knicks,20,0,115.8,116.6,0.476,0.5,2,2,2,112.5,107.6,0.737,0.5,1,0.28,0.72,L,Road Win,Road Win,1,190.0,-225.0,4.44,0.345,0.692
Los Angeles Clippers,2022-11-29,Portland Trail Blazers,12,1,109.7,110.3,0.55,0.4,1,9,1,106.4,106.8,0.571,0.6,0,0.587,0.413,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Golden State Warriors,2022-11-29,Dallas Mavericks,21,1,109.1,107.3,0.474,0.3,2,16,1,117.8,117.3,0.524,0.7,2,0.492,0.508,W,Road Win,Home Win,0,100.0,-120.0,-10.0,0.5,0.545
New York Knicks,2022-11-29,Detroit Pistons,30,1,109.1,116.7,0.227,0.2,1,23,1,114.6,116.9,0.45,0.4,2,0.336,0.664,L,Road Win,Road Win,1,170.0,-200.0,5.0,0.37,0.667
Cleveland Cavaliers,2022-11-28,Toronto Raptors,15,1,111.4,109.6,0.526,0.5,2,4,0,114.2,107.4,0.65,0.5,2,0.405,0.595,W,Road Win,Home Win,0,-115.0,-105.0,-10.0,0.535,0.512
Chicago Bulls,2022-11-28,Utah Jazz,14,1,117.1,115.6,0.545,0.3,1,23,2,111.9,112.0,0.421,0.3,2,0.595,0.405,L,Home Win,Road Win,0,-135.0,115.0,-10.0,0.574,0.465
Indiana Pacers,2022-11-28,Los Angeles Lakers,25,1,112.2,114.4,0.389,0.5,2,8,0,115.7,114.3,0.579,0.7,2,0.306,0.694,L,Road Win,Road Win,1,-180.0,155.0,15.5,0.643,0.392
Houston Rockets,2022-11-28,Denver Nuggets,5,2,114.5,113.8,0.632,0.6,2,28,1,110.2,115.7,0.263,0.4,2,0.845,0.155,W,Home Win,Home Win,1,-700.0,510.0,1.43,0.875,0.164
Charlotte Hornets,2022-11-28,Boston Celtics,1,0,120.4,113.3,0.8,0.9,1,26,2,109.4,114.2,0.3,0.3,0,0.892,0.108,W,Home Win,Home Win,1,-700.0,510.0,1.43,0.875,0.164
Atlanta Hawks,2022-11-28,Philadelphia 76ers,13,0,109.7,106.0,0.55,0.7,0,11,0,114.0,114.3,0.55,0.4,2,0.373,0.627,W,Road Win,Home Win,0,-105.0,-115.0,-10.0,0.512,0.535
Minnesota Timberwolves,2022-11-28,Washington Wizards,18,0,109.0,110.7,0.5,0.6,1,17,0,114.0,114.7,0.5,0.5,2,0.432,0.568,W,Road Win,Home Win,0,-105.0,-115.0,-10.0,0.512,0.535
Oklahoma City Thunder,2022-11-28,New Orleans Pelicans,7,2,117.3,111.7,0.579,0.6,2,24,1,116.6,118.3,0.4,0.4,2,0.825,0.175,W,Home Win,Home Win,1,-190.0,160.0,5.26,0.655,0.385
Orlando Magic,2022-11-28,Brooklyn Nets,20,0,111.6,111.2,0.476,0.6,2,29,0,108.7,114.2,0.25,0.3,1,0.781,0.219,W,Home Win,Home Win,1,-560.0,430.0,1.79,0.848,0.189
Phoenix Suns,2022-11-28,Sacramento Kings,10,2,119.1,117.1,0.556,0.7,2,3,1,114.6,107.7,0.684,0.6,1,0.558,0.442,L,Home Win,Road Win,0,-115.0,-105.0,-10.0,0.535,0.512
Golden State Warriors,2022-11-27,Minnesota Timberwolves,17,1,114.0,113.5,0.526,0.6,2,19,1,116.8,117.5,0.5,0.7,2,0.579,0.421,L,Home Win,Road Win,0,105.0,-125.0,-10.0,0.488,0.556
Memphis Grizzlies,2022-11-27,New York Knicks,20,1,114.2,116.4,0.474,0.5,2,9,1,115.1,113.8,0.579,0.5,2,0.343,0.657,L,Road Win,Road Win,1,145.0,-170.0,5.88,0.408,0.63
Cleveland Cavaliers,2022-11-27,Detroit Pistons,30,1,109.8,117.4,0.238,0.2,1,4,1,114.8,108.1,0.632,0.4,2,0.122,0.878,L,Road Win,Road Win,1,240.0,-285.0,3.51,0.294,0.74
Miami Heat,2022-11-27,Atlanta Hawks,7,1,114.8,114.7,0.579,0.5,2,22,1,108.6,109.5,0.45,0.5,1,0.81,0.19,L,Home Win,Road Win,0,-195.0,165.0,-10.0,0.661,0.377
Indiana Pacers,2022-11-27,Los Angeles Clippers,12,1,106.1,107.2,0.55,0.6,0,6,1,116.6,114.3,0.611,0.8,2,0.266,0.734,W,Road Win,Home Win,0,100.0,-120.0,-10.0,0.5,0.545
Portland Trail Blazers,2022-11-27,Brooklyn Nets,21,1,111.7,111.9,0.45,0.5,2,10,1,110.4,110.3,0.579,0.5,1,0.468,0.532,W,Road Win,Home Win,0,-245.0,205.0,-10.0,0.71,0.328
Washington Wizards,2022-11-27,Boston Celtics,1,1,119.8,112.9,0.789,0.9,1,16,1,108.3,109.6,0.526,0.6,2,0.706,0.294,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Dallas Mavericks,2022-11-27,Milwaukee Bucks,2,1,111.8,107.2,0.722,0.5,1,18,0,108.7,106.4,0.5,0.4,2,0.743,0.257,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Philadelphia 76ers,2022-11-27,Orlando Magic,29,1,108.9,113.2,0.263,0.3,1,14,1,108.5,106.2,0.526,0.6,0,0.439,0.561,L,Road Win,Road Win,1,-135.0,115.0,11.5,0.574,0.465
Utah Jazz,2022-11-26,Phoenix Suns,3,0,114.7,107.4,0.667,0.6,1,11,0,117.4,115.7,0.571,0.4,1,0.704,0.296,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Los Angeles Lakers,2022-11-26,San Antonio Spurs,27,0,109.3,120.0,0.3,0.1,2,25,0,110.4,113.1,0.353,0.4,2,0.442,0.558,L,Road Win,Road Win,1,140.0,-165.0,6.06,0.417,0.623
Oklahoma City Thunder,2022-11-26,Houston Rockets,30,0,109.7,116.3,0.222,0.3,2,24,0,117.2,118.3,0.421,0.4,2,0.433,0.567,W,Road Win,Home Win,0,120.0,-140.0,-10.0,0.455,0.583
Dallas Mavericks,2022-11-26,Toronto Raptors,18,2,111.7,110.1,0.5,0.4,1,14,2,109.2,106.5,0.529,0.5,2,0.43,0.57,W,Road Win,Home Win,0,120.0,-140.0,-10.0,0.455,0.583
Utah Jazz,2022-11-25,Golden State Warriors,21,1,116.2,117.4,0.474,0.6,2,8,1,117.4,115.1,0.6,0.5,1,0.427,0.573,W,Road Win,Home Win,0,-315.0,260.0,-10.0,0.759,0.278
Cleveland Cavaliers,2022-11-25,Milwaukee Bucks,2,1,111.5,107.5,0.706,0.5,1,3,1,115.5,107.6,0.667,0.5,2,0.46,0.54,W,Road Win,Home Win,0,-180.0,155.0,-10.0,0.643,0.392
Chicago Bulls,2022-11-25,Oklahoma City Thunder,24,1,116.9,118.3,0.389,0.3,2,22,1,111.5,111.4,0.444,0.4,2,0.535,0.465,W,Home Win,Home Win,1,130.0,-150.0,13.0,0.435,0.6
Brooklyn Nets,2022-11-25,Indiana Pacers,10,1,115.9,114.1,0.588,0.7,2,20,1,111.4,111.1,0.474,0.6,2,0.693,0.307,W,Home Win,Home Win,1,140.0,-165.0,14.0,0.417,0.623
Denver Nuggets,2022-11-25,Los Angeles Clippers,11,1,106.2,106.8,0.579,0.6,2,5,1,114.5,114.3,0.611,0.6,2,0.388,0.612,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
New Orleans Pelicans,2022-11-25,Memphis Grizzlies,14,2,114.1,113.9,0.556,0.5,2,7,1,117.6,110.6,0.611,0.6,2,0.456,0.544,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Sacramento Kings,2022-11-25,Boston Celtics,1,1,119.7,113.4,0.778,0.9,2,9,1,120.0,116.8,0.588,0.8,2,0.661,0.339,W,Home Win,Home Win,1,-295.0,245.0,3.39,0.747,0.29
Philadelphia 76ers,2022-11-25,Orlando Magic,27,3,109.5,113.5,0.278,0.4,1,17,1,108.6,106.6,0.5,0.5,0,0.599,0.401,L,Home Win,Road Win,0,-120.0,100.0,-10.0,0.545,0.5
Portland Trail Blazers,2022-11-25,New York Knicks,19,3,113.3,115.5,0.5,0.5,2,13,1,109.2,109.2,0.556,0.4,1,0.605,0.395,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Detroit Pistons,2022-11-25,Phoenix Suns,4,2,115.1,107.8,0.647,0.5,1,29,1,110.2,117.9,0.25,0.3,1,0.901,0.099,W,Home Win,Home Win,1,-800.0,575.0,1.25,0.889,0.148
Minnesota Timberwolves,2022-11-25,Charlotte Hornets,28,1,109.4,114.5,0.263,0.2,2,12,1,114.3,113.7,0.556,0.6,2,0.277,0.723,W,Road Win,Home Win,0,175.0,-205.0,-10.0,0.364,0.672
Washington Wizards,2022-11-25,Miami Heat,23,1,108.5,109.6,0.421,0.4,1,15,1,108.4,109.6,0.556,0.6,2,0.348,0.652,W,Road Win,Home Win,0,-155.0,135.0,-10.0,0.608,0.426
Los Angeles Lakers,2022-11-25,San Antonio Spurs,25,1,110.1,120.7,0.316,0.1,2,26,2,110.7,114.3,0.313,0.4,2,0.447,0.553,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
Atlanta Hawks,2022-11-25,Houston Rockets,30,4,108.6,116.0,0.176,0.2,2,6,1,114.4,113.9,0.611,0.6,2,0.246,0.754,W,Road Win,Home Win,0,265.0,-320.0,-10.0,0.274,0.762
Denver Nuggets,2022-11-23,Oklahoma City Thunder,23,1,116.4,117.5,0.412,0.3,2,9,0,113.5,113.6,0.588,0.6,2,0.353,0.647,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
New Orleans Pelicans,2022-11-23,San Antonio Spurs,25,2,110.1,120.3,0.333,0.1,2,10,1,116.9,110.6,0.588,0.6,2,0.279,0.721,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Sacramento Kings,2022-11-23,Atlanta Hawks,12,1,114.4,114.4,0.588,0.6,2,7,0,120.9,116.9,0.625,0.8,2,0.466,0.534,W,Road Win,Home Win,0,-240.0,200.0,-10.0,0.706,0.333
Minnesota Timberwolves,2022-11-23,Indiana Pacers,6,1,116.8,114.1,0.625,0.8,2,17,1,114.3,114.4,0.529,0.5,2,0.694,0.306,L,Home Win,Road Win,0,-105.0,-115.0,-10.0,0.512,0.535
Chicago Bulls,2022-11-23,Milwaukee Bucks,2,1,111.4,106.9,0.75,0.6,1,22,1,111.1,111.3,0.412,0.4,2,0.763,0.237,L,Home Win,Road Win,0,-275.0,230.0,-10.0,0.733,0.303
Brooklyn Nets,2022-11-23,Toronto Raptors,16,3,112.5,110.0,0.529,0.5,1,20,0,111.3,111.8,0.444,0.6,2,0.672,0.328,L,Home Win,Road Win,0,-130.0,110.0,-10.0,0.565,0.476
Dallas Mavericks,2022-11-23,Boston Celtics,1,1,119.4,113.5,0.765,0.9,2,14,2,109.1,105.3,0.563,0.6,2,0.708,0.292,W,Home Win,Home Win,1,-165.0,140.0,6.06,0.623,0.417
Washington Wizards,2022-11-23,Miami Heat,24,1,108.2,109.8,0.389,0.4,1,11,2,108.6,109.4,0.588,0.7,2,0.242,0.758,W,Road Win,Home Win,0,-125.0,105.0,-10.0,0.556,0.488
Los Angeles Clippers,2022-11-23,Golden State Warriors,21,1,115.7,118.0,0.444,0.5,2,8,1,106.1,105.8,0.611,0.7,0,0.517,0.483,W,Home Win,Home Win,1,-390.0,320.0,2.56,0.796,0.238
Detroit Pistons,2022-11-23,Utah Jazz,5,1,117.4,114.5,0.632,0.6,1,29,0,109.4,118.0,0.211,0.2,1,0.876,0.124,L,Home Win,Road Win,0,-675.0,500.0,-10.0,0.871,0.167
Philadelphia 76ers,2022-11-23,Charlotte Hornets,28,2,109.5,115.2,0.222,0.1,1,18,0,109.0,106.5,0.529,0.6,0,0.587,0.413,W,Home Win,Home Win,1,-180.0,155.0,5.56,0.643,0.392
Portland Trail Blazers,2022-11-23,Cleveland Cavaliers,4,1,115.6,108.2,0.647,0.5,2,13,1,109.9,108.9,0.588,0.5,1,0.78,0.22,W,Home Win,Home Win,1,-345.0,285.0,2.9,0.775,0.26
Detroit Pistons,2022-11-22,Denver Nuggets,6,1,113.9,113.9,0.625,0.6,2,30,1,109.4,118.6,0.167,0.1,1,0.879,0.121,L,Home Win,Road Win,0,-250.0,210.0,-10.0,0.714,0.323
Brooklyn Nets,2022-11-22,Philadelphia 76ers,19,2,108.6,106.6,0.5,0.6,0,20,1,111.6,111.6,0.471,0.6,2,0.486,0.514,W,Road Win,Home Win,0,265.0,-320.0,-10.0,0.274,0.762
Los Angeles Lakers,2022-11-22,Phoenix Suns,7,1,115.1,107.9,0.625,0.5,1,26,1,111.1,114.2,0.333,0.5,2,0.787,0.213,W,Home Win,Home Win,1,-265.0,225.0,3.77,0.726,0.308
Sacramento Kings,2022-11-22,Memphis Grizzlies,10,1,114.4,114.0,0.588,0.6,2,9,1,121.4,117.5,0.6,0.8,2,0.493,0.507,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Golden State Warriors,2022-11-21,New Orleans Pelicans,15,2,116.3,112.4,0.563,0.5,2,20,0,117.6,117.4,0.471,0.5,2,0.724,0.276,W,Home Win,Home Win,1,-225.0,190.0,4.44,0.692,0.345
Orlando Magic,2022-11-21,Indiana Pacers,10,1,116.4,114.9,0.6,0.8,2,27,1,109.9,112.9,0.294,0.4,1,0.846,0.154,W,Home Win,Home Win,1,-265.0,225.0,3.77,0.726,0.308
Miami Heat,2022-11-21,Minnesota Timberwolves,18,1,114.9,115.3,0.5,0.4,2,23,0,108.6,110.1,0.412,0.5,1,0.751,0.249,W,Home Win,Home Win,1,-365.0,300.0,2.74,0.785,0.25
Atlanta Hawks,2022-11-21,Cleveland Cavaliers,8,0,115.7,108.6,0.625,0.5,2,6,1,115.2,114.4,0.625,0.6,2,0.489,0.511,W,Road Win,Home Win,0,-140.0,120.0,-10.0,0.583,0.455
Utah Jazz,2022-11-21,Los Angeles Clippers,13,1,105.2,105.4,0.588,0.7,2,3,1,117.6,114.2,0.667,0.6,1,0.442,0.558,W,Road Win,Home Win,0,-190.0,160.0,-10.0,0.655,0.385
New York Knicks,2022-11-21,Oklahoma City Thunder,22,2,116.2,116.8,0.438,0.4,2,21,0,112.4,115.3,0.471,0.5,2,0.616,0.384,L,Home Win,Road Win,0,-140.0,120.0,-10.0,0.583,0.455
Portland Trail Blazers,2022-11-21,Milwaukee Bucks,2,2,110.9,106.6,0.733,0.6,1,5,1,109.9,108.3,0.625,0.5,1,0.626,0.374,W,Home Win,Home Win,1,-365.0,300.0,2.74,0.785,0.25
Boston Celtics,2022-11-21,Chicago Bulls,24,2,110.5,111.6,0.375,0.3,2,1,2,120.2,113.0,0.813,0.9,2,0.21,0.79,W,Road Win,Home Win,0,200.0,-240.0,-10.0,0.333,0.706
Miami Heat,2022-11-20,Cleveland Cavaliers,9,1,115.9,110.1,0.6,0.5,2,23,1,110.0,109.9,0.438,0.5,2,0.778,0.222,W,Home Win,Home Win,1,-475.0,380.0,2.11,0.826,0.208
Golden State Warriors,2022-11-20,Houston Rockets,29,1,107.9,115.3,0.188,0.2,2,20,1,117.1,117.3,0.438,0.4,2,0.37,0.63,L,Road Win,Road Win,1,380.0,-475.0,2.11,0.208,0.826
Denver Nuggets,2022-11-20,Dallas Mavericks,7,1,109.9,105.8,0.6,0.7,2,8,1,114.9,115.0,0.6,0.6,0,0.732,0.268,L,Home Win,Road Win,0,-475.0,380.0,-10.0,0.826,0.208
New York Knicks,2022-11-20,Phoenix Suns,10,1,115.0,108.8,0.6,0.5,2,19,1,113.5,115.3,0.5,0.5,2,0.712,0.288,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Detroit Pistons,2022-11-20,Sacramento Kings,13,2,120.3,116.6,0.571,0.8,2,30,1,108.2,117.5,0.176,0.1,1,0.877,0.123,W,Home Win,Home Win,1,-390.0,320.0,2.56,0.796,0.238
San Antonio Spurs,2022-11-20,Los Angeles Lakers,27,1,110.2,115.8,0.286,0.4,2,25,0,111.1,120.1,0.353,0.1,2,0.518,0.482,W,Home Win,Home Win,1,-275.0,230.0,3.64,0.733,0.303
Charlotte Hornets,2022-11-20,Washington Wizards,14,1,108.8,109.9,0.563,0.6,2,28,1,109.9,115.8,0.235,0.1,2,0.732,0.268,W,Home Win,Home Win,1,-225.0,190.0,4.44,0.692,0.345
Memphis Grizzlies,2022-11-20,Brooklyn Nets,22,2,110.7,111.4,0.438,0.6,2,5,1,114.4,113.2,0.625,0.6,1,0.401,0.599,W,Road Win,Home Win,0,-285.0,240.0,-10.0,0.74,0.294
Toronto Raptors,2022-11-19,Atlanta Hawks,6,2,114.6,113.9,0.6,0.5,2,13,2,111.9,109.1,0.563,0.6,1,0.712,0.288,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
San Antonio Spurs,2022-11-19,Los Angeles Clippers,16,1,104.4,105.9,0.563,0.7,2,24,1,112.0,120.2,0.375,0.2,2,0.636,0.364,W,Home Win,Home Win,1,-365.0,300.0,2.74,0.785,0.25
Utah Jazz,2022-11-19,Portland Trail Blazers,3,1,109.7,107.7,0.667,0.6,2,4,0,117.6,114.2,0.647,0.6,2,0.541,0.459,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Minnesota Timberwolves,2022-11-19,Philadelphia 76ers,17,0,108.6,106.2,0.533,0.7,1,19,2,115.1,115.7,0.467,0.4,2,0.449,0.551,L,Road Win,Road Win,1,-115.0,-105.0,9.52,0.535,0.512
Orlando Magic,2022-11-19,Indiana Pacers,12,0,116.6,115.0,0.571,0.7,2,26,0,109.8,112.9,0.313,0.4,1,0.822,0.178,W,Home Win,Home Win,1,-245.0,205.0,4.08,0.71,0.328
New York Knicks,2022-11-18,Golden State Warriors,24,1,117.5,118.3,0.4,0.3,2,17,1,114.3,115.5,0.533,0.5,2,0.445,0.555,W,Road Win,Home Win,0,-280.0,235.0,-10.0,0.737,0.299
Denver Nuggets,2022-11-18,Dallas Mavericks,10,1,108.6,106.3,0.571,0.6,2,5,1,116.1,114.1,0.643,0.7,1,0.54,0.46,W,Home Win,Home Win,1,-365.0,300.0,2.74,0.785,0.25
Milwaukee Bucks,2022-11-18,Philadelphia 76ers,18,4,108.5,106.5,0.5,0.6,1,2,1,111.6,106.4,0.786,0.7,1,0.441,0.559,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Orlando Magic,2022-11-18,Chicago Bulls,23,1,110.7,111.8,0.4,0.3,2,26,1,109.9,113.3,0.267,0.4,1,0.705,0.295,L,Home Win,Road Win,0,-390.0,320.0,-10.0,0.796,0.238
Phoenix Suns,2022-11-18,Utah Jazz,6,2,116.6,113.1,0.625,0.6,2,4,1,113.7,107.0,0.643,0.6,2,0.535,0.465,W,Home Win,Home Win,1,110.0,-130.0,11.0,0.476,0.565
Oklahoma City Thunder,2022-11-18,Memphis Grizzlies,8,2,113.9,113.4,0.6,0.5,2,21,1,116.6,116.5,0.467,0.5,2,0.747,0.253,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Miami Heat,2022-11-18,Washington Wizards,16,1,108.9,110.1,0.533,0.5,2,20,1,110.3,110.1,0.467,0.5,2,0.595,0.405,W,Home Win,Home Win,1,-115.0,-105.0,8.7,0.535,0.512
Boston Celtics,2022-11-18,New Orleans Pelicans,9,1,116.7,112.1,0.6,0.6,2,1,1,120.4,113.3,0.8,0.9,2,0.414,0.586,L,Road Win,Road Win,1,130.0,-150.0,6.67,0.435,0.6
Detroit Pistons,2022-11-18,Los Angeles Lakers,28,4,108.8,115.4,0.231,0.3,2,30,0,107.4,116.8,0.188,0.2,1,0.777,0.223,W,Home Win,Home Win,1,-280.0,235.0,3.57,0.737,0.299
Charlotte Hornets,2022-11-18,Cleveland Cavaliers,12,1,114.7,109.2,0.571,0.5,2,27,1,109.2,114.8,0.25,0.1,1,0.852,0.148,W,Home Win,Home Win,1,-435.0,350.0,2.3,0.813,0.222
Indiana Pacers,2022-11-18,Houston Rockets,29,1,109.1,116.4,0.2,0.2,2,15,1,117.9,116.8,0.538,0.6,2,0.293,0.707,L,Road Win,Road Win,1,180.0,-210.0,4.76,0.357,0.677
Cleveland Cavaliers,2022-11-16,Milwaukee Bucks,2,1,111.5,107.0,0.769,0.7,1,9,2,116.0,108.9,0.615,0.6,2,0.535,0.465,W,Home Win,Home Win,1,-170.0,145.0,5.88,0.63,0.408
Indiana Pacers,2022-11-16,Charlotte Hornets,27,1,108.9,114.1,0.267,0.2,1,16,3,117.3,117.2,0.5,0.6,2,0.227,0.773,L,Road Win,Road Win,1,-150.0,130.0,13.0,0.6,0.435
Minnesota Timberwolves,2022-11-16,Orlando Magic,26,1,110.0,112.4,0.286,0.4,1,20,2,114.3,116.2,0.429,0.4,2,0.348,0.652,L,Road Win,Road Win,1,175.0,-205.0,4.88,0.364,0.672
New York Knicks,2022-11-16,Denver Nuggets,4,2,117.1,114.8,0.692,0.7,1,19,0,114.9,116.4,0.5,0.4,2,0.741,0.259,L,Home Win,Road Win,0,-190.0,160.0,-10.0,0.655,0.385
Houston Rockets,2022-11-16,Dallas Mavericks,8,0,109.9,106.7,0.615,0.7,2,30,1,109.6,118.1,0.143,0.1,2,0.809,0.191,L,Home Win,Road Win,0,-435.0,350.0,-10.0,0.813,0.222
Oklahoma City Thunder,2022-11-16,Washington Wizards,11,2,108.1,109.4,0.571,0.5,2,21,1,116.3,116.3,0.429,0.5,2,0.7,0.3,L,Home Win,Road Win,0,-190.0,160.0,-10.0,0.655,0.385
Golden State Warriors,2022-11-16,Phoenix Suns,7,1,112.5,106.1,0.615,0.6,2,22,1,117.4,117.5,0.429,0.4,2,0.784,0.216,W,Home Win,Home Win,1,-130.0,110.0,7.69,0.565,0.476
Miami Heat,2022-11-16,Toronto Raptors,15,1,111.9,109.5,0.533,0.5,1,18,1,110.7,110.0,0.5,0.6,2,0.539,0.461,W,Home Win,Home Win,1,-105.0,-115.0,9.52,0.512,0.535
Boston Celtics,2022-11-16,Atlanta Hawks,5,1,115.6,113.1,0.643,0.6,2,1,1,120.0,114.1,0.786,0.8,2,0.437,0.563,L,Road Win,Road Win,1,110.0,-130.0,7.69,0.476,0.565
