away_team,proper_date,home_team,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct,outcome,ml_prediction,actual_outcome,ml_accuracy,home_moneyline,away_moneyline,ml_money_col,home_implied_probability,away_implied_probability
Sacramento Kings,2023-03-11,Phoenix Suns,10,2,113.3,110.9,0.561,0.7,1,6,1,121.1,118.3,0.6,0.8,2,0.424,0.576,L,Road Win,Road Win,1,-150.0,130.0,13.0,0.6,0.435
Dallas Mavericks,2023-03-11,Memphis Grizzlies,7,1,115.8,112.0,0.6,0.5,2,14,2,114.0,113.2,0.507,0.3,1,0.707,0.293,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Oklahoma City Thunder,2023-03-11,New Orleans Pelicans,18,2,114.1,113.4,0.485,0.3,1,21,2,118.2,117.0,0.47,0.4,2,0.542,0.458,L,Home Win,Road Win,0,-165.0,140.0,-10.0,0.623,0.417
Chicago Bulls,2023-03-11,Houston Rockets,29,1,110.3,118.5,0.227,0.2,2,24,2,113.1,112.5,0.455,0.4,2,0.399,0.601,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Boston Celtics,2023-03-11,Atlanta Hawks,13,0,117.2,117.0,0.507,0.5,2,3,2,117.6,112.2,0.687,0.5,2,0.288,0.712,L,Road Win,Road Win,1,165.0,-195.0,5.13,0.377,0.661
New York Knicks,2023-03-11,Los Angeles Clippers,12,2,112.6,112.8,0.515,0.4,2,8,1,115.3,112.5,0.574,0.8,1,0.587,0.413,W,Home Win,Home Win,1,-205.0,175.0,4.88,0.672,0.364
Denver Nuggets,2023-03-10,San Antonio Spurs,28,4,112.1,122.3,0.246,0.2,2,2,1,116.8,112.7,0.697,0.8,2,0.199,0.801,W,Road Win,Home Win,0,550.0,-750.0,-10.0,0.154,0.882
Cleveland Cavaliers,2023-03-10,Miami Heat,11,1,108.3,109.1,0.522,0.3,1,5,1,111.9,106.5,0.618,0.6,2,0.335,0.665,W,Road Win,Home Win,0,105.0,-125.0,-10.0,0.488,0.556
Toronto Raptors,2023-03-10,Los Angeles Lakers,18,2,116.6,117.4,0.485,0.7,1,19,1,112.4,112.0,0.478,0.6,2,0.526,0.474,W,Home Win,Home Win,1,-115.0,-105.0,8.7,0.535,0.512
Atlanta Hawks,2023-03-10,Washington Wizards,21,1,113.3,113.4,0.47,0.5,2,16,1,117.2,117.1,0.5,0.5,2,0.472,0.528,L,Road Win,Road Win,1,100.0,-120.0,8.33,0.5,0.545
Brooklyn Nets,2023-03-10,Minnesota Timberwolves,15,2,115.3,115.6,0.507,0.5,1,10,0,113.6,112.7,0.561,0.4,2,0.443,0.557,L,Road Win,Road Win,1,-195.0,165.0,16.5,0.661,0.377
Portland Trail Blazers,2023-03-10,Philadelphia 76ers,4,2,115.0,110.9,0.662,0.7,2,23,1,114.6,115.6,0.47,0.4,2,0.827,0.173,W,Home Win,Home Win,1,-360.0,295.0,2.78,0.783,0.253
Charlotte Hornets,2023-03-09,Detroit Pistons,30,1,111.4,119.0,0.227,0.1,1,27,1,111.8,117.7,0.313,0.6,1,0.5,0.5,L,Home Win,Road Win,0,130.0,-150.0,-10.0,0.435,0.6
New York Knicks,2023-03-09,Sacramento Kings,7,2,121.1,118.4,0.594,0.7,2,8,1,115.3,112.4,0.582,0.9,2,0.577,0.423,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Houston Rockets,2023-03-09,Indiana Pacers,25,2,115.5,117.9,0.439,0.4,2,29,1,110.0,118.2,0.231,0.2,2,0.652,0.348,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Brooklyn Nets,2023-03-09,Milwaukee Bucks,1,1,115.8,111.7,0.723,0.9,2,9,1,113.6,112.6,0.569,0.4,2,0.634,0.366,W,Home Win,Home Win,1,-950.0,650.0,1.05,0.905,0.133
Golden State Warriors,2023-03-09,Memphis Grizzlies,6,1,115.6,112.0,0.594,0.5,2,13,1,118.1,117.4,0.515,0.6,1,0.73,0.27,W,Home Win,Home Win,1,115.0,-135.0,11.5,0.465,0.574
Utah Jazz,2023-03-09,Orlando Magic,26,1,111.2,114.0,0.409,0.4,2,22,1,117.0,117.2,0.47,0.4,2,0.491,0.509,L,Road Win,Road Win,1,-150.0,130.0,13.0,0.6,0.435
Atlanta Hawks,2023-03-08,Washington Wizards,21,0,113.2,113.3,0.477,0.5,2,16,1,117.1,117.1,0.492,0.5,2,0.432,0.568,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Toronto Raptors,2023-03-08,Los Angeles Clippers,15,2,112.7,113.0,0.507,0.3,2,18,1,112.6,112.1,0.485,0.6,2,0.62,0.38,W,Home Win,Home Win,1,-170.0,145.0,5.88,0.63,0.408
Cleveland Cavaliers,2023-03-08,Miami Heat,11,1,108.5,109.1,0.53,0.4,1,5,1,112.1,106.6,0.612,0.6,2,0.337,0.663,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Oklahoma City Thunder,2023-03-08,Phoenix Suns,10,2,113.0,111.1,0.554,0.7,2,20,0,118.4,116.8,0.477,0.4,2,0.756,0.244,W,Home Win,Home Win,1,-800.0,575.0,1.25,0.889,0.148
Portland Trail Blazers,2023-03-08,Boston Celtics,3,1,117.7,112.5,0.682,0.5,2,22,1,114.9,115.6,0.477,0.4,1,0.865,0.135,W,Home Win,Home Win,1,-475.0,380.0,2.11,0.826,0.208
Chicago Bulls,2023-03-08,Denver Nuggets,2,1,117.2,112.6,0.708,0.8,2,24,2,113.0,112.7,0.446,0.3,2,0.813,0.187,L,Home Win,Road Win,0,-340.0,280.0,-10.0,0.773,0.263
Dallas Mavericks,2023-03-08,New Orleans Pelicans,19,1,114.1,113.6,0.477,0.3,1,13,0,114.1,113.2,0.515,0.4,2,0.418,0.582,W,Road Win,Home Win,0,110.0,-130.0,-10.0,0.476,0.565
Brooklyn Nets,2023-03-07,Houston Rockets,29,1,110.3,118.2,0.234,0.2,2,9,1,113.5,112.9,0.563,0.4,2,0.207,0.793,L,Road Win,Road Win,1,230.0,-275.0,3.64,0.303,0.733
Philadelphia 76ers,2023-03-07,Minnesota Timberwolves,13,2,115.6,115.6,0.515,0.5,1,4,0,115.0,111.2,0.656,0.7,2,0.371,0.629,L,Road Win,Road Win,1,-105.0,-115.0,8.7,0.512,0.535
Memphis Grizzlies,2023-03-07,Los Angeles Lakers,21,1,116.7,117.6,0.477,0.6,1,6,1,115.8,112.0,0.603,0.6,1,0.332,0.668,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Golden State Warriors,2023-03-07,Oklahoma City Thunder,22,1,118.2,116.6,0.469,0.4,2,12,1,118.0,117.1,0.523,0.6,1,0.514,0.486,W,Home Win,Home Win,1,150.0,-175.0,15.0,0.4,0.636
Milwaukee Bucks,2023-03-07,Orlando Magic,26,1,111.0,113.7,0.415,0.5,2,1,1,115.6,111.5,0.719,0.9,2,0.178,0.822,L,Road Win,Road Win,1,235.0,-280.0,3.57,0.299,0.737
Washington Wizards,2023-03-07,Detroit Pistons,30,0,111.3,119.0,0.231,0.1,1,23,1,113.1,113.3,0.469,0.5,2,0.307,0.693,L,Road Win,Road Win,1,220.0,-260.0,3.85,0.313,0.722
Charlotte Hornets,2023-03-07,New York Knicks,8,1,115.5,112.4,0.591,0.9,2,27,1,111.8,117.9,0.303,0.5,1,0.862,0.138,L,Home Win,Road Win,0,-500.0,400.0,-10.0,0.833,0.2
Utah Jazz,2023-03-07,Dallas Mavericks,14,1,114.0,113.2,0.508,0.4,2,19,1,117.0,117.2,0.477,0.4,2,0.62,0.38,W,Home Win,Home Win,1,-280.0,235.0,3.57,0.737,0.299
Boston Celtics,2023-03-06,Cleveland Cavaliers,5,1,112.0,106.4,0.606,0.6,2,3,0,117.7,112.4,0.692,0.6,2,0.543,0.457,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Toronto Raptors,2023-03-06,Denver Nuggets,2,2,117.1,112.6,0.703,0.8,2,17,1,112.6,112.0,0.492,0.7,2,0.78,0.22,W,Home Win,Home Win,1,-285.0,240.0,3.51,0.74,0.294
Atlanta Hawks,2023-03-06,Miami Heat,12,1,108.1,108.8,0.523,0.4,1,16,1,117.0,116.9,0.5,0.5,2,0.502,0.498,W,Home Win,Home Win,1,-155.0,135.0,6.45,0.608,0.426
New Orleans Pelicans,2023-03-06,Sacramento Kings,8,1,121.1,118.5,0.587,0.7,2,18,2,114.2,113.4,0.484,0.4,1,0.747,0.253,W,Home Win,Home Win,1,-240.0,200.0,4.17,0.706,0.333
Philadelphia 76ers,2023-03-06,Indiana Pacers,25,0,115.0,117.4,0.446,0.4,2,4,1,114.5,110.7,0.651,0.7,2,0.198,0.802,L,Road Win,Road Win,1,240.0,-285.0,3.51,0.294,0.74
Portland Trail Blazers,2023-03-05,Orlando Magic,26,1,110.8,113.6,0.422,0.5,2,23,1,114.9,115.7,0.46,0.3,1,0.611,0.389,L,Home Win,Road Win,0,-120.0,100.0,-10.0,0.545,0.5
Memphis Grizzlies,2023-03-05,Los Angeles Clippers,16,1,112.4,112.7,0.5,0.3,2,5,1,115.6,111.6,0.613,0.6,1,0.447,0.553,W,Road Win,Home Win,0,-285.0,240.0,-10.0,0.74,0.294
New York Knicks,2023-03-05,Boston Celtics,3,1,117.5,112.1,0.703,0.7,2,8,1,115.2,112.1,0.585,0.9,2,0.613,0.387,L,Home Win,Road Win,0,-215.0,185.0,-10.0,0.683,0.351
Indiana Pacers,2023-03-05,Chicago Bulls,24,1,112.9,112.5,0.453,0.3,2,25,2,114.9,117.3,0.438,0.3,2,0.562,0.438,L,Home Win,Road Win,0,-245.0,205.0,-10.0,0.71,0.328
Milwaukee Bucks,2023-03-05,Washington Wizards,21,0,113.1,113.3,0.469,0.5,1,1,0,115.6,111.5,0.719,0.9,1,0.259,0.741,L,Road Win,Road Win,1,150.0,-175.0,5.71,0.4,0.636
San Antonio Spurs,2023-03-05,Houston Rockets,30,0,109.7,118.3,0.222,0.1,2,28,0,112.1,122.0,0.25,0.2,2,0.462,0.538,W,Road Win,Home Win,0,-135.0,115.0,-10.0,0.574,0.465
Charlotte Hornets,2023-03-05,Brooklyn Nets,9,1,113.7,113.3,0.556,0.3,2,27,1,112.2,118.1,0.308,0.5,1,0.841,0.159,W,Home Win,Home Win,1,-315.0,260.0,3.17,0.759,0.278
Utah Jazz,2023-03-05,Oklahoma City Thunder,22,1,118.0,116.6,0.46,0.4,2,19,1,117.0,117.0,0.484,0.4,2,0.533,0.467,W,Home Win,Home Win,1,-215.0,185.0,4.65,0.683,0.351
Golden State Warriors,2023-03-05,Los Angeles Lakers,21,1,116.8,117.8,0.469,0.5,1,11,1,118.2,117.2,0.531,0.6,1,0.408,0.592,W,Road Win,Home Win,0,170.0,-200.0,-10.0,0.37,0.667
Phoenix Suns,2023-03-05,Dallas Mavericks,13,2,113.8,112.9,0.516,0.5,2,10,1,112.8,110.8,0.547,0.7,2,0.518,0.482,L,Home Win,Road Win,0,-115.0,-105.0,-10.0,0.535,0.512
Philadelphia 76ers,2023-03-04,Milwaukee Bucks,1,2,115.3,111.2,0.726,1.0,2,4,1,114.2,110.3,0.645,0.6,2,0.592,0.408,L,Home Win,Road Win,0,-210.0,180.0,-10.0,0.677,0.357
Detroit Pistons,2023-03-04,Cleveland Cavaliers,6,2,111.9,106.7,0.6,0.6,2,29,2,111.8,119.2,0.238,0.1,1,0.896,0.104,W,Home Win,Home Win,1,-1150.0,750.0,0.87,0.92,0.118
Minnesota Timberwolves,2023-03-04,Sacramento Kings,7,0,120.9,118.2,0.597,0.8,2,14,0,115.3,115.3,0.508,0.5,1,0.725,0.275,L,Home Win,Road Win,0,-225.0,190.0,-10.0,0.692,0.345
Toronto Raptors,2023-03-04,Washington Wizards,18,1,113.2,113.1,0.484,0.6,2,17,1,112.5,112.0,0.484,0.7,2,0.531,0.469,L,Home Win,Road Win,0,-105.0,-115.0,-10.0,0.512,0.535
Atlanta Hawks,2023-03-04,Miami Heat,12,0,108.0,108.8,0.516,0.4,1,15,0,117.1,116.9,0.508,0.5,2,0.48,0.52,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
Houston Rockets,2023-03-04,San Antonio Spurs,28,1,112.1,122.0,0.254,0.2,2,30,2,109.5,118.5,0.21,0.0,2,0.477,0.523,L,Road Win,Road Win,1,-105.0,-115.0,8.7,0.512,0.535
Orlando Magic,2023-03-03,Charlotte Hornets,27,1,112.3,118.2,0.313,0.5,1,26,1,110.7,113.7,0.413,0.5,2,0.44,0.56,L,Road Win,Road Win,1,135.0,-155.0,6.45,0.426,0.608
Brooklyn Nets,2023-03-03,Boston Celtics,2,1,117.7,112.0,0.714,0.8,2,9,1,113.7,113.4,0.548,0.2,2,0.638,0.362,L,Home Win,Road Win,0,-580.0,440.0,-10.0,0.853,0.185
New Orleans Pelicans,2023-03-03,Golden State Warriors,12,0,118.3,117.5,0.524,0.6,0,18,1,114.4,113.5,0.492,0.5,1,0.553,0.447,W,Home Win,Home Win,1,-210.0,180.0,4.76,0.677,0.357
Utah Jazz,2023-03-03,Oklahoma City Thunder,24,1,117.8,116.8,0.452,0.3,1,17,2,117.2,116.8,0.492,0.4,1,0.464,0.536,W,Road Win,Home Win,0,110.0,-130.0,-10.0,0.476,0.565
Los Angeles Clippers,2023-03-03,Sacramento Kings,7,2,120.7,118.1,0.59,0.7,2,14,0,112.1,112.5,0.508,0.4,2,0.704,0.296,W,Home Win,Home Win,1,-200.0,170.0,5.0,0.667,0.37
Portland Trail Blazers,2023-03-03,Atlanta Hawks,16,2,116.9,117.0,0.5,0.5,2,22,1,114.9,115.5,0.468,0.3,2,0.676,0.324,W,Home Win,Home Win,1,-260.0,220.0,3.85,0.722,0.313
Minnesota Timberwolves,2023-03-03,Los Angeles Lakers,21,1,117.0,117.9,0.476,0.5,1,15,2,115.4,115.5,0.5,0.4,1,0.442,0.558,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Phoenix Suns,2023-03-03,Chicago Bulls,23,1,113.0,112.3,0.46,0.3,2,10,1,112.6,110.9,0.54,0.7,2,0.357,0.643,L,Road Win,Road Win,1,180.0,-210.0,4.76,0.357,0.677
New York Knicks,2023-03-03,Miami Heat,11,1,107.8,108.6,0.524,0.4,1,8,1,115.1,112.0,0.578,0.9,2,0.377,0.623,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Memphis Grizzlies,2023-03-03,Denver Nuggets,3,2,117.2,112.8,0.698,0.7,2,5,1,115.9,111.6,0.623,0.6,2,0.592,0.408,W,Home Win,Home Win,1,-225.0,190.0,4.44,0.692,0.345
Los Angeles Clippers,2023-03-02,Golden State Warriors,13,1,118.4,117.9,0.516,0.6,0,12,1,112.5,112.5,0.516,0.4,2,0.364,0.636,W,Road Win,Home Win,0,130.0,-150.0,-10.0,0.435,0.6
Indiana Pacers,2023-03-02,San Antonio Spurs,28,1,112.2,122.4,0.242,0.1,2,25,1,115.1,117.5,0.444,0.4,2,0.437,0.563,W,Road Win,Home Win,0,170.0,-200.0,-10.0,0.37,0.667
Philadelphia 76ers,2023-03-02,Dallas Mavericks,14,1,113.5,112.7,0.508,0.4,2,4,0,114.0,110.0,0.656,0.6,1,0.503,0.497,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Toronto Raptors,2023-03-02,Washington Wizards,21,1,113.1,113.2,0.475,0.5,2,18,1,112.6,111.9,0.492,0.8,2,0.511,0.489,W,Home Win,Home Win,1,-105.0,-115.0,9.52,0.512,0.535
Philadelphia 76ers,2023-03-01,Miami Heat,11,1,108.0,108.5,0.532,0.4,1,4,1,113.9,110.2,0.65,0.6,2,0.316,0.684,L,Road Win,Road Win,1,105.0,-125.0,8.0,0.488,0.556
Chicago Bulls,2023-03-01,Detroit Pistons,28,1,111.7,119.2,0.242,0.2,1,24,0,113.0,112.3,0.452,0.3,2,0.423,0.577,L,Road Win,Road Win,1,195.0,-230.0,4.35,0.339,0.697
Orlando Magic,2023-03-01,Milwaukee Bucks,1,0,114.9,111.1,0.721,1.0,2,26,1,110.6,113.3,0.419,0.6,2,0.83,0.17,W,Home Win,Home Win,1,-425.0,340.0,2.35,0.81,0.227
Memphis Grizzlies,2023-03-01,Houston Rockets,30,0,109.7,118.6,0.213,0.0,1,5,0,116.0,111.8,0.617,0.5,2,0.12,0.88,L,Road Win,Road Win,1,360.0,-450.0,2.22,0.217,0.818
Los Angeles Lakers,2023-03-01,Oklahoma City Thunder,23,0,117.8,116.7,0.459,0.4,1,22,0,116.9,117.9,0.468,0.5,1,0.599,0.401,L,Home Win,Road Win,0,-105.0,-115.0,-10.0,0.512,0.535
New Orleans Pelicans,2023-03-01,Portland Trail Blazers,20,0,115.0,115.4,0.475,0.4,1,19,1,114.3,113.5,0.484,0.4,1,0.533,0.467,L,Home Win,Road Win,0,-130.0,110.0,-10.0,0.565,0.476
Phoenix Suns,2023-03-01,Charlotte Hornets,27,1,112.6,118.4,0.317,0.5,1,10,2,112.7,111.3,0.532,0.6,2,0.18,0.82,L,Road Win,Road Win,1,430.0,-560.0,1.79,0.189,0.848
Cleveland Cavaliers,2023-03-01,Boston Celtics,2,1,117.7,112.0,0.71,0.7,2,6,2,111.9,106.5,0.609,0.7,2,0.563,0.437,W,Home Win,Home Win,1,-260.0,220.0,3.85,0.722,0.313
Brooklyn Nets,2023-03-01,New York Knicks,8,1,114.7,111.9,0.571,0.8,2,9,0,113.6,113.0,0.557,0.3,2,0.574,0.426,W,Home Win,Home Win,1,-300.0,250.0,3.33,0.75,0.286
Portland Trail Blazers,2023-02-28,Golden State Warriors,15,1,118.3,118.1,0.508,0.5,0,20,1,115.2,115.3,0.483,0.5,1,0.583,0.417,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Denver Nuggets,2023-02-28,Houston Rockets,30,1,109.7,118.3,0.217,0.1,2,3,1,117.0,112.8,0.694,0.7,2,0.138,0.862,L,Road Win,Road Win,1,380.0,-475.0,2.11,0.208,0.826
Indiana Pacers,2023-02-28,Dallas Mavericks,13,1,113.4,112.5,0.516,0.5,2,25,2,115.0,117.4,0.435,0.3,2,0.691,0.309,L,Home Win,Road Win,0,-300.0,250.0,-10.0,0.75,0.286
Sacramento Kings,2023-02-28,Oklahoma City Thunder,22,1,117.8,116.6,0.467,0.4,1,7,1,120.7,118.1,0.583,0.6,2,0.264,0.736,L,Road Win,Road Win,1,120.0,-140.0,7.14,0.455,0.583
Minnesota Timberwolves,2023-02-28,Los Angeles Clippers,12,1,112.7,112.5,0.524,0.5,2,17,1,115.5,115.7,0.492,0.4,1,0.698,0.302,L,Home Win,Road Win,0,-265.0,225.0,-10.0,0.726,0.308
Los Angeles Lakers,2023-02-28,Memphis Grizzlies,5,2,115.9,111.9,0.61,0.5,2,21,1,117.0,117.9,0.475,0.6,1,0.857,0.143,W,Home Win,Home Win,1,-380.0,310.0,2.63,0.792,0.244
Chicago Bulls,2023-02-28,Toronto Raptors,19,1,112.7,112.2,0.484,0.7,2,24,1,113.2,112.4,0.459,0.4,2,0.648,0.352,W,Home Win,Home Win,1,-195.0,165.0,5.13,0.661,0.377
San Antonio Spurs,2023-02-28,Utah Jazz,16,2,117.6,117.0,0.5,0.5,1,29,2,112.3,122.9,0.23,0.0,2,0.674,0.326,L,Home Win,Road Win,0,-425.0,340.0,-10.0,0.81,0.227
Milwaukee Bucks,2023-02-28,Brooklyn Nets,9,1,113.8,112.9,0.567,0.3,2,1,1,114.9,111.2,0.717,1.0,2,0.369,0.631,L,Road Win,Road Win,1,170.0,-200.0,5.0,0.37,0.667
Washington Wizards,2023-02-28,Atlanta Hawks,14,1,116.9,117.0,0.508,0.6,2,23,1,113.0,113.2,0.467,0.4,2,0.679,0.321,L,Home Win,Road Win,0,-255.0,215.0,-10.0,0.718,0.317
Miami Heat,2023-02-27,Philadelphia 76ers,4,1,114.2,110.4,0.661,0.7,2,11,1,108.1,108.6,0.525,0.4,2,0.629,0.371,L,Home Win,Road Win,0,-230.0,195.0,-10.0,0.697,0.339
Boston Celtics,2023-02-27,New York Knicks,9,1,114.8,112.2,0.565,0.8,2,1,1,118.1,112.1,0.721,0.8,1,0.495,0.505,W,Road Win,Home Win,0,115.0,-135.0,-10.0,0.465,0.574
Detroit Pistons,2023-02-27,Charlotte Hornets,27,1,112.6,118.6,0.306,0.4,2,28,1,111.8,119.3,0.246,0.2,1,0.638,0.362,W,Home Win,Home Win,1,-250.0,210.0,4.0,0.714,0.323
Orlando Magic,2023-02-27,New Orleans Pelicans,17,1,114.7,113.8,0.492,0.4,1,26,1,110.8,113.7,0.41,0.5,2,0.633,0.367,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Phoenix Suns,2023-02-26,Milwaukee Bucks,2,1,115.1,111.4,0.712,1.0,2,10,1,112.9,111.4,0.541,0.7,1,0.728,0.272,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Los Angeles Clippers,2023-02-26,Denver Nuggets,3,0,116.7,112.7,0.689,0.7,1,11,1,112.5,112.2,0.532,0.5,2,0.535,0.465,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Washington Wizards,2023-02-26,Chicago Bulls,24,1,113.4,112.9,0.45,0.4,2,21,1,113.6,113.4,0.475,0.5,2,0.535,0.465,W,Home Win,Home Win,1,-175.0,150.0,5.71,0.636,0.4
Brooklyn Nets,2023-02-26,Atlanta Hawks,17,1,116.7,116.8,0.5,0.5,2,8,1,113.6,112.6,0.576,0.4,2,0.382,0.618,W,Road Win,Home Win,0,-215.0,185.0,-10.0,0.683,0.351
Sacramento Kings,2023-02-26,Oklahoma City Thunder,22,1,117.9,116.4,0.475,0.4,2,7,1,120.6,118.1,0.576,0.6,2,0.327,0.673,L,Road Win,Road Win,1,135.0,-155.0,6.45,0.426,0.608
Toronto Raptors,2023-02-26,Cleveland Cavaliers,6,1,111.8,106.7,0.603,0.7,2,18,0,113.0,112.1,0.492,0.7,2,0.76,0.24,W,Home Win,Home Win,1,-250.0,210.0,4.0,0.714,0.323
Minnesota Timberwolves,2023-02-26,Golden State Warriors,14,1,118.5,118.3,0.5,0.4,0,15,1,115.7,115.9,0.5,0.4,1,0.505,0.495,W,Home Win,Home Win,1,-150.0,130.0,6.67,0.6,0.435
Houston Rockets,2023-02-26,Portland Trail Blazers,20,2,114.9,115.3,0.475,0.5,1,30,1,109.6,118.1,0.22,0.2,0,0.829,0.171,W,Home Win,Home Win,1,-475.0,380.0,2.11,0.826,0.208
Los Angeles Lakers,2023-02-26,Dallas Mavericks,13,2,113.5,112.6,0.525,0.6,2,23,2,117.1,118.1,0.467,0.5,2,0.697,0.303,L,Home Win,Road Win,0,-175.0,150.0,-10.0,0.636,0.4
Miami Heat,2023-02-25,Charlotte Hornets,27,0,112.6,118.8,0.295,0.3,2,11,0,108.2,108.6,0.533,0.4,1,0.351,0.649,W,Road Win,Home Win,0,170.0,-200.0,-10.0,0.37,0.667
Indiana Pacers,2023-02-25,Orlando Magic,26,1,110.9,113.5,0.417,0.6,2,25,1,114.9,117.5,0.426,0.2,2,0.541,0.459,L,Home Win,Road Win,0,-155.0,135.0,-10.0,0.608,0.426
Denver Nuggets,2023-02-25,Memphis Grizzlies,5,1,115.9,112.2,0.603,0.4,2,3,1,117.1,112.7,0.7,0.8,2,0.483,0.517,W,Road Win,Home Win,0,-125.0,105.0,-10.0,0.556,0.488
Boston Celtics,2023-02-25,Philadelphia 76ers,4,1,114.3,110.4,0.672,0.7,2,1,1,118.3,112.2,0.717,0.8,2,0.465,0.535,L,Road Win,Road Win,1,100.0,-120.0,8.33,0.5,0.545
Toronto Raptors,2023-02-25,Detroit Pistons,28,1,112.2,119.7,0.25,0.2,1,19,1,113.4,112.4,0.483,0.7,1,0.4,0.6,L,Road Win,Road Win,1,235.0,-280.0,3.57,0.299,0.737
New Orleans Pelicans,2023-02-25,New York Knicks,9,0,114.6,112.3,0.557,0.7,2,15,1,114.8,113.5,0.5,0.4,1,0.687,0.313,W,Home Win,Home Win,1,-155.0,135.0,6.45,0.608,0.426
San Antonio Spurs,2023-02-25,Utah Jazz,18,1,117.6,117.3,0.492,0.5,2,29,1,112.5,122.9,0.233,0.0,2,0.711,0.289,W,Home Win,Home Win,1,-490.0,390.0,2.04,0.831,0.204
Brooklyn Nets,2023-02-24,Chicago Bulls,24,7,113.1,113.4,0.441,0.3,2,7,8,114.0,112.3,0.586,0.5,2,0.268,0.732,W,Road Win,Home Win,0,-130.0,110.0,-10.0,0.565,0.476
New York Knicks,2023-02-24,Washington Wizards,19,7,113.6,113.3,0.483,0.6,2,9,8,114.6,112.3,0.55,0.6,2,0.358,0.642,L,Road Win,Road Win,1,-120.0,100.0,10.0,0.545,0.5
Sacramento Kings,2023-02-24,Los Angeles Clippers,11,7,111.4,111.1,0.541,0.6,2,8,0,119.7,117.2,0.569,0.6,2,0.719,0.281,L,Home Win,Road Win,0,-250.0,210.0,-10.0,0.714,0.323
Oklahoma City Thunder,2023-02-24,Phoenix Suns,12,7,112.7,111.3,0.533,0.7,1,21,0,117.9,116.3,0.483,0.5,2,0.831,0.169,W,Home Win,Home Win,1,-315.0,260.0,3.17,0.759,0.278
Houston Rockets,2023-02-24,Golden State Warriors,16,0,118.5,118.6,0.492,0.4,0,30,8,109.8,118.2,0.224,0.2,0,0.531,0.469,W,Home Win,Home Win,1,-460.0,370.0,2.17,0.821,0.213
Charlotte Hornets,2023-02-24,Minnesota Timberwolves,14,7,115.7,115.8,0.508,0.5,1,27,8,112.5,118.9,0.283,0.3,2,0.641,0.359,L,Home Win,Road Win,0,-315.0,260.0,-10.0,0.759,0.278
Cleveland Cavaliers,2023-02-24,Atlanta Hawks,18,8,116.4,116.7,0.492,0.4,2,5,0,111.7,106.3,0.613,0.7,2,0.637,0.363,W,Home Win,Home Win,1,-115.0,-105.0,8.7,0.535,0.512
Miami Heat,2023-02-24,Milwaukee Bucks,2,7,114.8,111.6,0.707,1.0,2,10,8,108.3,108.3,0.542,0.5,1,0.7,0.3,W,Home Win,Home Win,1,-125.0,105.0,8.0,0.556,0.488
Oklahoma City Thunder,2023-02-23,Utah Jazz,21,7,117.6,117.2,0.483,0.4,2,18,7,117.9,116.2,0.491,0.5,2,0.533,0.467,W,Home Win,Home Win,1,-125.0,105.0,8.0,0.556,0.488
Detroit Pistons,2023-02-23,Orlando Magic,26,8,110.9,113.7,0.407,0.5,2,28,7,112.3,119.9,0.254,0.3,1,0.722,0.278,W,Home Win,Home Win,1,-255.0,215.0,3.92,0.718,0.317
Boston Celtics,2023-02-23,Indiana Pacers,25,7,114.5,117.1,0.433,0.2,2,1,7,117.9,111.7,0.712,0.7,1,0.275,0.725,L,Road Win,Road Win,1,280.0,-340.0,2.94,0.263,0.773
Denver Nuggets,2023-02-23,Cleveland Cavaliers,5,7,111.8,106.1,0.623,0.8,2,3,7,117.1,112.7,0.695,0.7,1,0.618,0.382,L,Home Win,Road Win,0,-140.0,120.0,-10.0,0.583,0.455
New Orleans Pelicans,2023-02-23,Toronto Raptors,22,8,113.3,112.5,0.475,0.6,2,15,7,114.9,113.5,0.508,0.4,1,0.612,0.388,W,Home Win,Home Win,1,-200.0,170.0,5.0,0.667,0.37
Portland Trail Blazers,2023-02-23,Sacramento Kings,8,8,119.5,117.2,0.561,0.5,2,20,8,114.9,115.0,0.483,0.5,1,0.804,0.196,W,Home Win,Home Win,1,-205.0,175.0,4.88,0.672,0.364
